BoroCD *,Shape *,FID_STP_NTA_HVI_PGI_REFERENCE,OBJECTID,BoroName,BoroCT2010,PUMA,NTAName,NTACode,Shape_Leng,Borough,ONENYC_HVI,QUINTILES,PGI,PGI_Percent,PGI_High_Low,FID_STP_Neighborhood_Planting_Cycle,BoroCode,BoroName,CommunityBoardWater,CouncilDistrictWater,Zone ID,SUM_Planting_Potential_Cut,Year,Zone_Before,Zone_After,Contract_Area_Percentage,Year_Group,Borough_Year_Group,Phase,Unique,Full_Year,Shape_Length,Shape_Area,Ratio
741,Polygon,288,252,Brooklyn,3022000,4014,Borough Park,BK88,6117.082299,3,1.949073,4,0.077196,7.72,High,227,3,Brooklyn,312,44,2,195,3,11149636.99,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK12442_2029_1,2029,6117.082267,2091173.102,341.8579334
2538,Polygon,1655,1561,Brooklyn,3054900,4001,North Side-South Side,BK73,6862.167226,3,-0.833783,2,0.054545,5.45,Low,162,3,Brooklyn,301,34,3,205,6,8222313.4,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK01343_2032_2,2032,6793.642358,2091387.744,307.84484
1921,Polygon,1245,1166,Queens,4059600,4105,Cambria Heights,QN33,6089.767245,4,1.963908,4,0.039643,3.96,Low,382,4,Queens,413,27,5,649,9,16382427.22,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN13275_2035_3,2035,6089.766865,2094112.145,343.8739431
2090,Polygon,1365,1286,Queens,4118100,4104,Auburndale,QN48,6073.706566,4,-2.100658,1,0.042371,4.24,Low,358,4,Queens,411,19,7,645,3,24838217.33,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN11197_2029_1,2029,6073.706353,2096778.682,345.2222679
2979,Polygon,1943,1818,Queens,4056600,4105,Queens Village,QN34,5710.003014,4,-1.417872,2,0.039643,3.96,Low,392,4,Queens,413,23,15,620,4,17301731.23,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN132315_2030_2,2030,5710.002584,2097114.284,367.2702863
1583,Polygon,982,903,Queens,4006100,4101,Astoria,QN70,6183.317453,4,-0.694852,2,0.063144,6.31,High,288,4,Queens,401,22,1,540,2,30962112.78,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN01221_2028_1,2028,6183.317555,2099266.326,339.5048544
574,Polygon,169,133,Manhattan,1022400,3803,Central Harlem North-Polo Grounds,MN03,6182.389156,1,1.174529,4,0.066066,6.61,High,54,1,Manhattan,110,9,1,142,8,14134630.13,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN10091_2034_3,2034,6182.389277,2099455.962,339.5865041
1590,Polygon,988,909,Queens,4007100,4101,Old Astoria,QN71,8667.8817,4,0.635983,4,0.063144,6.31,High,289,4,Queens,401,22,2,546,8,20018767.29,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN01222_2034_3,2034,8667.88104,2099549.503,242.2217717
2687,Polygon,1751,1645,Brooklyn,3012000,4012,Sunset Park East,BK34,7667.591832,3,3.81421,5,0.071872,7.19,High,214,3,Brooklyn,310,47,7,196,8,12591915.32,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK10477_2034_3,2034,7667.592138,2102022.618,274.1437703
2033,Polygon,1326,1247,Queens,4085300,4103,Flushing,QN22,7933.213836,4,-0.359337,3,0.080454,8.05,High,320,4,Queens,407,20,4,550,9,51296858.62,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN07204_2035_3,2035,7933.214521,2102465.721,265.0206565
1634,Polygon,1023,944,Queens,4012400,4111,Richmond Hill,QN54,6137.103728,4,0.609418,4,0.060642,6.06,High,338,4,Queens,409,29,1,542,3,27490392.75,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN09291_2029_1,2029,6137.103636,2103190.169,342.7007745
1746,Polygon,1113,1034,Queens,4028700,4102,Jackson Heights,QN28,7939.874906,4,-0.868674,2,0.061023,6.1,High,300,4,Queens,403,25,4,531,2,21929248.62,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN03254_2028_1,2028,7939.872742,2104677.684,265.0770047
1183,Polygon,649,613,Brooklyn,3090600,4007,Brownsville,BK81,6160.4634,3,3.322957,5,0.106887,10.69,High,259,3,Brooklyn,316,41,1,162,2,27242395.58,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK16411_2028_1,2028,6160.463065,2107747.325,342.1410539
954,Polygon,459,423,Brooklyn,3046000,4015,Flatbush,BK42,9311.95976,3,-1.554254,2,0.072634,7.26,High,243,3,Brooklyn,314,45,4,171,6,17446111.34,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK14454_2032_2,2032,9311.959411,2107798.075,226.3538727
1780,Polygon,1135,1056,Queens,4036700,4102,East Elmhurst,QN27,6263.780186,4,0.597547,4,0.061023,6.1,High,297,4,Queens,403,21,1,643,8,15829117.06,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN03211_2034_3,2034,6263.780466,2109115.499,336.7160632
962,Polygon,467,431,Brooklyn,3047800,4014,Borough Park,BK88,6946.915929,3,0.289158,3,0.077196,7.72,High,226,3,Brooklyn,312,44,1,202,3,12125194.33,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK12441_2029_1,2029,7058.79418,2110180.865,298.9435322
1876,Polygon,1208,1129,Queens,4052400,4112,St. Albans,QN08,6098.59436,4,1.697956,4,0.053471,5.35,Low,377,4,Queens,412,27,15,512,7,15435313.41,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN122715_2033_3,2033,6098.594546,2111656.356,346.2529506
3293,Polygon,2120,1985,Queens,4005300,4101,Astoria,QN70,8543.120453,4,0.136895,3,0.063144,6.31,High,292,4,Queens,401,26,5,423,5,35229833.48,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN01265_2031_2,2031,8543.120467,2112364.656,247.2591442
1794,Polygon,1145,1066,Queens,4040000,4112,St. Albans,QN08,6271.308402,4,0.255844,3,0.053471,5.35,Low,377,4,Queens,412,27,15,512,7,15435313.41,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN122715_2033_3,2033,6271.308461,2112654.168,336.876137
1441,Polygon,869,798,Bronx,2028600,3704,Van Nest-Morris Park-Westchester Square,BX37,6083.963566,2,-2.19634,1,0.064049,6.4,High,135,2,Bronx,211,13,9,178,3,16178011.93,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX11139_2029_1,2029,6083.963344,2117837.048,348.1015463
2785,Polygon,1814,1705,Manhattan,1011600,3805,Lenox Hill-Roosevelt Island,MN31,6369.916341,1,-2.545733,1,0.032843,3.28,Low,48,1,Manhattan,108,5,4,107,9,13763491.57,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN08054_2035_3,2035,6369.700799,2117891.544,332.4946667
3370,Polygon,2163,2025,Bronx,2027300,3701,Van Cortlandt Village,BX28,7646.042349,2,-0.129466,3,0.063395,6.34,High,102,2,Bronx,208,14,9,128,1,4665996.071,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX08149_2027_1,2027,7643.524711,2120687.261,277.4488657
1786,Polygon,1140,1061,Queens,4037900,4102,North Corona,QN26,6143.374146,4,1.441872,4,0.061023,6.1,High,297,4,Queens,403,21,1,643,8,15829117.06,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN03211_2034_3,2034,6143.373668,2120846.216,345.2250068
2998,Polygon,1955,1830,Brooklyn,3035000,4018,West Brighton,BK23,5880.032387,3,-1.772271,2,0.075242,7.52,High,235,3,Brooklyn,313,47,3,191,4,19946844.94,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK13473_2030_2,2030,5880.074922,2121482.983,360.7918285
2009,Polygon,1309,1230,Queens,4075701,4108,Forest Hills,QN17,8004.915721,4,-2.460723,1,0.054644,5.46,Low,314,4,Queens,406,29,2,538,6,32232706.65,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN06292_2032_2,2032,8004.915674,2127051.707,265.7181904
1854,Polygon,1189,1110,Queens,4049700,4110,Maspeth,QN30,6138.485253,4,-0.33523,3,0.057629,5.76,Low,305,4,Queens,405,30,1,562,6,14408764.8,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN05301_2032_2,2032,6138.48518,2127058.945,346.5120275
1337,Polygon,775,725,Bronx,2007900,3710,Melrose South-Mott Haven North,BX34,7473.380656,2,4.043484,5,0.10098,10.1,High,71,2,Bronx,201,17,3,145,3,14543737.69,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX01173_2029_1,2029,7474.786722,2127289.955,284.5954051
1482,Polygon,897,824,Bronx,2037100,3705,East Tremont,BX17,6323.741491,2,4.181192,5,0.093919,9.39,High,88,2,Bronx,206,15,3,126,5,9823136.185,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX06153_2031_2,2031,6323.241731,2128469.821,336.6105411
1668,Polygon,1053,974,Queens,4016400,4113,South Ozone Park,QN55,6846.239778,4,0.925934,4,0.056965,5.7,Low,344,4,Queens,410,28,1,548,8,11854329.21,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN10281_2034_3,2034,6846.239218,2129308.759,311.0187493
884,Polygon,403,367,Brooklyn,3038800,4016,Homecrest,BK25,5947.056735,3,-0.054978,3,0.059043,5.9,Low,254,3,Brooklyn,315,44,9,203,7,4314698.991,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK15449_2033_3,2033,5947.056672,2130565.768,358.2555011
1612,Polygon,1006,927,Queens,4010500,4101,Steinway,QN72,6627.150284,4,-2.127133,1,0.063144,6.31,High,290,4,Queens,401,22,3,542,5,36991794.83,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN01223_2031_2,2031,6627.150145,2131367.817,321.6115178
1057,Polygon,548,512,Brooklyn,3061200,4016,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,7177.851435,3,-4.972749,1,0.059043,5.9,Low,253,3,Brooklyn,315,48,8,191,7,14511343.13,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK15488_2033_3,2033,7177.851722,2131583.855,296.9668276
3451,Polygon,2207,2067,Bronx,2005400,3709,West Farms-Bronx River,BX08,6397.313553,2,2.421174,5,0.091985,9.2,High,113,2,Bronx,209,18,9,149,5,29595189.07,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX09189_2031_2,2031,6396.311697,2133311.099,333.5220671
2890,Polygon,1885,1769,Manhattan,1011700,3807,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,7892.410257,1,0.063202,3,0.054174,5.42,Low,21,1,Manhattan,104,3,3,130,9,16601259.63,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN04033_2035_3,2035,7892.40962,2136823.591,270.7441319
3261,Polygon,2095,1960,Queens,4062500,4110,Glendale,QN19,6042.809976,4,-1.638045,2,0.057629,5.76,Low,312,4,Queens,405,30,8,568,3,24678991.57,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN05308_2029_1,2029,6042.809612,2137199.171,353.6764036
2234,Polygon,1467,1383,Queens,4019200,4112,Baisley Park,QN76,8038.55968,4,0.090746,3,0.053471,5.35,Low,373,4,Queens,412,28,11,563,2,17405261.08,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN122811_2028_1,2028,8038.559873,2141521.918,266.4061663
1151,Polygon,621,585,Brooklyn,3082600,4010,Erasmus,BK95,5883.029455,3,3.980492,5,0.058754,5.88,Low,264,3,Brooklyn,317,40,3,189,5,10982967.19,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK17403_2031_2,2031,5883.029375,2142838.719,364.2406968
1053,Polygon,545,509,Brooklyn,3059800,4016,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,7239.394742,3,-2.460845,1,0.059043,5.9,Low,258,3,Brooklyn,315,46,13,128,8,5571232.459,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK154613_2034_3,2034,7239.394176,2145260.225,296.3314571
785,Polygon,324,288,Brooklyn,3026100,4003,Bedford,BK75,5880.896608,3,2.435992,5,0.076061,7.61,High,175,3,Brooklyn,303,36,1,192,6,38861576.74,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK03361_2032_2,2032,5880.896564,2146369.794,364.9732265
3297,Polygon,2123,1988,Queens,4026300,4109,Woodside,QN63,5994.880425,4,-0.045369,3,0.053331,5.33,Low,296,4,Queens,402,26,4,500,1,14491554.83,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN02264_2027_1,2027,5994.880684,2146786.521,358.1032941
2667,Polygon,1739,1633,Manhattan,1013200,3805,Lenox Hill-Roosevelt Island,MN31,5902.254853,1,-0.576141,2,0.032843,3.28,Low,48,1,Manhattan,108,5,4,107,9,13763491.57,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN08054_2035_3,2035,5902.254717,2147668.337,363.8725267
2429,Polygon,1593,1503,Brooklyn,3000301,4004,Brooklyn Heights-Cobble Hill,BK09,6381.328998,3,-3.401707,1,0.047199,4.72,Low,168,3,Brooklyn,302,33,1,220,7,9287327.01,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK02331_2033_3,2033,6381.329021,2150485.733,336.9965294
532,Polygon,143,107,Manhattan,1016800,3804,East Harlem South,MN33,6262.308282,1,1.450038,4,0.071968,7.2,High,58,1,Manhattan,111,8,2,138,9,6299514.104,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN11082_2035_3,2035,6262.299095,2151583.984,343.577327
936,Polygon,445,409,Brooklyn,3043900,4002,Bushwick North,BK77,8162.503894,4,1.226508,4,0.091237,9.12,High,181,3,Brooklyn,304,37,3,145,9,19432634.35,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK04373_2035_3,2035,8162.503746,2152393.107,263.6927558
1644,Polygon,1033,954,Queens,4013700,4101,Steinway,QN72,7877.752504,4,-0.698715,2,0.063144,6.31,High,289,4,Queens,401,22,2,546,8,20018767.29,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN01222_2034_3,2034,7877.752892,2152410.087,273.226403
1568,Polygon,973,894,Queens,4004200,4111,Woodhaven,QN53,7928.420703,3,-0.022583,3,0.060642,6.06,High,343,4,Queens,409,32,6,535,7,12315577.59,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN09326_2033_3,2033,7928.420744,2156064.04,271.9411733
2111,Polygon,1382,1303,Queens,4126500,4106,Pomonok-Flushing Heights-Hillcrest,QN38,7033.190749,4,-1.616913,2,0.064509,6.45,High,337,4,Queens,408,24,10,590,8,29591203.08,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN082410_2034_3,2034,7033.190938,2156793.982,306.6593814
3264,Polygon,2097,1962,Queens,4071702,4108,Rego Park,QN18,7353.490601,4,0.37749,3,0.054644,5.46,Low,313,4,Queens,406,30,1,547,3,18924173.01,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN06301_2029_1,2029,7155.287946,2156996.473,301.4548805
2016,Polygon,1315,1236,Queens,4077908,4106,Kew Gardens Hills,QN37,6077.908236,4,-0.951876,2,0.064509,6.45,High,335,4,Queens,408,24,8,602,9,33301214.58,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN08248_2035_3,2035,6077.907962,2158108.67,355.0742597
1791,Polygon,1143,1064,Queens,4039800,4112,St. Albans,QN08,6715.543256,4,1.015849,4,0.053471,5.35,Low,375,4,Queens,412,27,13,549,9,14133877.13,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN122713_2035_3,2035,6714.71439,2158817.093,321.5054234
679,Polygon,243,207,Brooklyn,3014200,4013,Bay Ridge,BK31,7719.055338,3,-2.281692,1,0.058785,5.88,Low,212,3,Brooklyn,310,47,5,206,5,12734487.85,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK10475_2031_2,2031,7768.770126,2163232.464,278.4523713
441,Polygon,55,45,Manhattan,1006500,3810,West Village,MN23,6351.241724,1,-2.646315,1,0.042571,4.26,Low,18,1,Manhattan,102,3,5,151,5,14888495.83,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN02035_2031_2,2031,6351.241529,2166553.506,341.1228333
1176,Polygon,643,607,Brooklyn,3088800,4010,Rugby-Remsen Village,BK96,6440.922498,3,3.96377,5,0.058754,5.88,Low,268,3,Brooklyn,317,41,7,191,2,8116538.224,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK17417_2028_1,2028,6440.922632,2166799.531,336.4113582
993,Polygon,493,457,Brooklyn,3051800,4015,Flatbush,BK42,6299.575326,3,-0.607836,2,0.072634,7.26,High,241,3,Brooklyn,314,40,2,192,3,12559414.7,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK14402_2029_1,2029,6299.575757,2170111.44,344.485331
2388,Polygon,1569,1479,Brooklyn,3083000,4010,East Flatbush-Farragut,BK91,6600.741926,3,3.264393,5,0.058754,5.88,Low,265,3,Brooklyn,317,45,4,203,5,20423168.13,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK17454_2031_2,2031,6600.742281,2171685.738,329.0062914
1603,Polygon,999,920,Queens,4009700,4101,Steinway,QN72,6276.08815,4,-1.587531,2,0.063144,6.31,High,290,4,Queens,401,22,3,542,5,36991794.83,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN01223_2031_2,2031,6276.08808,2172165.458,346.1018122
1501,Polygon,919,840,Bronx,2039800,3702,Williamsbridge-Olinville,BX44,5909.034174,2,2.199741,5,0.07408,7.41,High,150,2,Bronx,212,12,9,179,3,16390923.12,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX12129_2029_1,2029,5909.033851,2172955.234,367.7344365
1087,Polygon,574,538,Brooklyn,3070000,4009,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,6141.685552,3,-0.959955,2,0.044999,4.5,Low,283,3,Brooklyn,318,46,14,221,4,22588245.59,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK184614_2030_2,2030,6141.685103,2173268.06,353.8553383
3354,Polygon,2157,2019,Bronx,2026500,3706,Kingsbridge Heights,BX30,7516.201221,2,2.579426,5,0.092937,9.29,High,91,2,Bronx,207,11,3,147,5,16250597.25,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX07113_2031_2,2031,7516.634905,2173503.112,289.1590638
1915,Polygon,1240,1161,Queens,4059100,4110,Ridgewood,QN20,6258.850435,4,-0.48447,3,0.057629,5.76,Low,307,4,Queens,405,30,3,579,2,27518449.96,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN05303_2028_1,2028,6258.85092,2174921.215,347.4952899
1877,Polygon,1209,1130,Queens,4052500,4110,Maspeth,QN30,6442.922337,4,-0.622899,2,0.057629,5.76,Low,307,4,Queens,405,30,3,579,2,27518449.96,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN05303_2028_1,2028,6442.922489,2175165.146,337.6053569
1453,Polygon,876,805,Bronx,2031200,3704,Allerton-Pelham Gardens,BX31,7184.570682,2,-0.03417,3,0.064049,6.4,High,139,2,Bronx,211,13,13,136,1,5033209.169,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX111313_2027_1,2027,7184.570808,2175834.011,302.8481547
2100,Polygon,1375,1296,Queens,4120500,4103,East Flushing,QN52,6065.701103,4,-0.382912,3,0.080454,8.05,High,322,4,Queens,407,20,6,577,5,22508356.22,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN07206_2031_2,2031,6065.701322,2176840.377,358.8769478
1079,Polygon,568,532,Brooklyn,3068200,4009,Flatlands,BK58,6486.696529,3,0.709095,4,0.044999,4.5,Low,286,3,Brooklyn,318,46,17,159,1,5726002.22,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK184617_2027_1,2027,6486.696337,2176848.427,335.586609
2093,Polygon,1368,1289,Queens,4118900,4103,East Flushing,QN52,6002.855358,4,-2.054105,1,0.080454,8.05,High,322,4,Queens,407,20,6,577,5,22508356.22,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN07206_2031_2,2031,6002.855281,2178181.884,362.8576372
422,Polygon,37,35,Manhattan,1003800,3809,East Village,MN22,5841.732085,1,-0.634107,2,0.082539,8.25,High,2,1,Manhattan,103,2,2,145,5,7717618.533,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN03022_2031_2,2031,5853.491544,2180101.527,372.4446359
3638,Polygon,2299,2151,Brooklyn,3029200,4017,Bath Beach,BK27,7235.055889,3,-1.357729,2,0.066285,6.63,High,223,3,Brooklyn,311,47,8,213,9,15058180.1,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK11478_2035_3,2035,7235.025283,2181960.315,301.5829565
893,Polygon,409,373,Brooklyn,3039800,4018,Gravesend,BK26,7062.93719,3,-0.060182,3,0.075242,7.52,High,254,3,Brooklyn,315,44,9,203,7,4314698.991,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK15449_2033_3,2033,7062.938372,2184114.848,309.2360054
969,Polygon,473,437,Brooklyn,3049600,4014,Kensington-Ocean Parkway,BK41,7240.571292,3,-0.333245,3,0.077196,7.72,High,230,3,Brooklyn,312,39,5,201,6,10982373.97,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK12395_2032_2,2032,7240.69868,2184824.188,301.7421778
1669,Polygon,1054,975,Queens,4016600,4113,South Ozone Park,QN55,9392.753172,4,0.805453,4,0.056965,5.7,Low,344,4,Queens,410,28,1,548,8,11854329.21,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN10281_2034_3,2034,9392.75348,2185345.333,232.6629073
577,Polygon,172,136,Manhattan,1022900,3802,Hamilton Heights,MN04,7284.208026,1,-1.112406,2,0.081263,8.13,High,50,1,Manhattan,109,7,1,134,5,15750378.64,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN09071_2031_2,2031,7284.20779,2186714.277,300.1993271
613,Polygon,202,166,Brooklyn,3006400,4013,Bay Ridge,BK31,5927.099903,3,-1.421883,2,0.058785,5.88,Low,213,3,Brooklyn,310,47,6,197,8,30963178.49,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK10476_2034_3,2034,5926.89433,2186761.573,368.9557214
1998,Polygon,1298,1219,Queens,4071701,4108,Rego Park,QN18,6970.289617,4,-0.68542,2,0.054644,5.46,Low,313,4,Queens,406,30,1,547,3,18924173.01,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN06301_2029_1,2029,6970.290339,2187075.721,313.7711078
1173,Polygon,640,604,Brooklyn,3088200,4010,Rugby-Remsen Village,BK96,8734.80571,3,3.061884,5,0.058754,5.88,Low,269,3,Brooklyn,317,41,8,186,5,14230136.02,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK17418_2031_2,2031,8734.806242,2188028.143,250.4953267
1476,Polygon,890,819,Bronx,2036400,3702,Eastchester-Edenwald-Baychester,BX03,6813.174184,2,3.987783,5,0.07408,7.41,High,147,2,Bronx,212,12,6,162,6,7682042.688,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX12126_2032_2,2032,6813.173904,2191493.712,321.6553318
2548,Polygon,1661,1566,Bronx,2015700,3705,Crotona Park East,BX75,8489.864976,2,4.325968,5,0.093919,9.39,High,76,2,Bronx,203,17,2,148,6,26150215.65,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX03172_2032_2,2032,7344.029044,2193774.678,298.7154143
531,Polygon,142,106,Manhattan,1016700,3806,Upper West Side,MN12,7981.531368,1,-3.974107,1,0.040957,4.1,Low,43,1,Manhattan,107,6,3,150,7,12835476.94,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN07063_2033_3,2033,7981.530868,2195035.43,275.0143382
529,Polygon,140,104,Manhattan,1016500,3806,Upper West Side,MN12,6293.516296,1,-2.527933,1,0.040957,4.1,Low,43,1,Manhattan,107,6,3,150,7,12835476.94,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN07063_2033_3,2033,6293.516062,2199265.713,349.4494478
972,Polygon,475,439,Brooklyn,3049800,4014,Kensington-Ocean Parkway,BK41,7162.857976,3,-1.804049,2,0.077196,7.72,High,230,3,Brooklyn,312,39,5,201,6,10982373.97,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK12395_2032_2,2032,7162.7888,2199755.449,307.1087966
2376,Polygon,1562,1472,Bronx,2032800,3704,Bronxdale,BX07,7120.212122,2,0.184665,3,0.064049,6.4,High,129,2,Bronx,211,13,3,162,4,8197397.663,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX11133_2030_2,2030,7120.211546,2202647.565,309.3514218
2527,Polygon,1650,1556,Brooklyn,3040300,4002,Bushwick South,BK78,6946.360197,3,2.237138,5,0.091237,9.12,High,181,3,Brooklyn,304,37,3,145,9,19432634.35,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK04373_2035_3,2035,6946.360478,2202980.247,317.1416534
2438,Polygon,1601,1510,Brooklyn,3118400,4008,Cypress Hills-City Line,BK83,5966.706869,3,2.865133,5,0.114084,11.41,High,188,3,Brooklyn,305,37,7,190,4,7587029.634,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK05377_2030_2,2030,5966.706638,2204318.942,369.436454
1327,Polygon,765,719,Bronx,2007000,3709,Soundview-Bruckner,BX55,6251.69253,2,2.012932,4,0.091985,9.2,High,108,2,Bronx,209,18,4,162,2,9145413.613,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX09184_2028_1,2028,6251.691972,2207823.109,353.1560926
2960,Polygon,1933,1809,Manhattan,1003100,3810,SoHo-TriBeCa-Civic Center-Little Italy,MN24,7777.769616,1,-0.919597,2,0.042571,4.26,Low,12,1,Manhattan,101,1,6,128,5,2208672.037,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN01016_2031_2,2031,7779.856393,2207846.983,283.7901976
1107,Polygon,590,554,Brooklyn,3075800,4015,Midwood,BK43,6398.345273,3,-2.353899,1,0.072634,7.26,High,245,3,Brooklyn,314,48,6,159,9,20886365.56,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK14486_2035_3,2035,6398.345022,2209662.707,345.349102
821,Polygon,356,320,Brooklyn,3029700,4006,Crown Heights North,BK61,5858.602501,3,1.473691,4,0.076947,7.69,High,175,3,Brooklyn,303,36,1,192,6,38861576.74,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK03361_2032_2,2032,5857.418692,2211827.081,377.6112307
1812,Polygon,1157,1078,Queens,4043400,4112,South Jamaica,QN01,7226.755533,4,0.385386,3,0.053471,5.35,Low,375,4,Queens,412,27,13,549,9,14133877.13,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN122713_2035_3,2035,7226.754978,2213960.033,306.3560394
